Date;Delito;SubDelito;Fecha;Victima;SubVíctima;Edad;Sexo;Nacionalidad;Provincia;Cantón;Distrito
2024;HOMICIDIO;FEMICIDIO;27/8/2024;PERSONA;PEATÓN [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;ALAJUELA;SAN CARLOS;VENADO
2024;HOMICIDIO;FEMICIDIO;8/8/2024;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;NICOYA;SÁMARA
2024;HOMICIDIO;FEMICIDIO;13/7/2024;PERSONA;PEATÓN [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;COTO BRUS;GUTIÉRREZ BRAUN
2024;HOMICIDIO;FEMICIDIO;22/6/2024;PERSONA;PEATÓN [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;BUENOS AIRES;BUENOS AIRES
2024;HOMICIDIO;FEMICIDIO;4/6/2024;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMÓN;GUÁCIMO;GUÁCIMO
2024;HOMICIDIO;FEMICIDIO;27/5/2024;PERSONA;PEATÓN [PERSONA];Mayor de edad;MUJER;Desconocido;ALAJUELA;UPALA;UPALA
2024;HOMICIDIO;FEMICIDIO;17/5/2024;PERSONA;PEATÓN [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;SAN RAFAEL;SAN JOSECITO
2024;HOMICIDIO;FEMICIDIO;21/4/2024;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;NICARAGUA;LIMÓN;MATINA;BATÁN
2024;HOMICIDIO;FEMICIDIO;2/4/2024;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMÓN;POCOCÍ;CARIARI
2024;HOMICIDIO;FEMICIDIO;6/2/2024;PERSONA;PEATÓN [PERSONA];Desconocido;MUJER;COSTA RICA;PUNTARENAS;PARRITA;PARRITA
2023;HOMICIDIO;FEMICIDIO;25/10/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;Desconocido;CARTAGO;CARTAGO;SAN NICOLAS
2021;HOMICIDIO;FEMICIDIO;30/11/2021;PERSONA;PEATON [PERSONA];Desconocido;MUJER;NICARAGUA;ALAJUELA;LOS CHILES;LOS CHILES
2021;HOMICIDIO;FEMICIDIO;11/10/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;TALAMANCA;SIXAOLA
2021;HOMICIDIO;FEMICIDIO;2/9/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;DESCONOCIDO;COSTA RICA;GUANACASTE;LIBERIA;LIBERIA
2021;HOMICIDIO;FEMICIDIO;2/9/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;LIBERIA;LIBERIA
2021;HOMICIDIO;FEMICIDIO;6/6/2021;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;LIMON;LIMON
2021;HOMICIDIO;FEMICIDIO;7/4/2021;PERSONA;INDIGENTE [PERSONA];Desconocido;MUJER;NICARAGUA;ALAJUELA;ALAJUELA;DESAMPARADOS
2021;HOMICIDIO;FEMICIDIO;20/1/2021;PERSONA;PROSTITUTA [PERSONA];Desconocido;DESCONOCIDO;Desconocido;ALAJUELA;ALAJUELA;SAN JOSE
2020;HOMICIDIO;FEMICIDIO;25/10/2020;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;NICARAGUA;ALAJUELA;ALAJUELA;TAMBOR
2020;HOMICIDIO;FEMICIDIO;19/9/2020;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;SAN RAFAEL;SAN RAFAEL
2019;HOMICIDIO;FEMICIDIO;25/11/2019;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;GUACIMO;GUACIMO
2019;HOMICIDIO;FEMICIDIO;1/11/2019;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;BARVA;SAN PABLO
2019;HOMICIDIO;FEMICIDIO;5/10/2019;PERSONA;MENOR DE EDAD [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;JIMENEZ
2019;HOMICIDIO;FEMICIDIO;5/10/2019;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;JIMENEZ
2019;HOMICIDIO;FEMICIDIO;5/8/2019;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;COTO BRUS;AGUA BUENA
2019;HOMICIDIO;FEMICIDIO;3/5/2019;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;SANTA CRUZ;SANTA CRUZ
2019;HOMICIDIO;FEMICIDIO;1/5/2019;PERSONA;PEATON [PERSONA];Desconocido;MUJER;NICARAGUA;ALAJUELA;SAN CARLOS;POCOSOL
2019;HOMICIDIO;FEMICIDIO;25/4/2019;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;POCOCI;ROXANA
2019;HOMICIDIO;FEMICIDIO;26/3/2019;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;GOLFITO
2019;HOMICIDIO;FEMICIDIO;9/3/2019;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;NICARAGUA;SAN JOSE;DESAMPARADOS;SAN JUAN DE DIOS
2019;HOMICIDIO;FEMICIDIO;9/3/2019;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;NICARAGUA;SAN JOSE;DESAMPARADOS;SAN JUAN DE DIOS
2019;HOMICIDIO;FEMICIDIO;12/2/2019;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;SANTA CRUZ;SANTA CRUZ
2018;HOMICIDIO;FEMICIDIO;5/2/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;BARVA;BARVA
2018;HOMICIDIO;FEMICIDIO;3/3/2018;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;NICARAGUA;ALAJUELA;SAN CARLOS;FLORENCIA
2018;HOMICIDIO;FEMICIDIO;5/3/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;LIBERIA;LIBERIA
2018;HOMICIDIO;FEMICIDIO;12/3/2018;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;JIMENEZ
2018;HOMICIDIO;FEMICIDIO;17/3/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;Desconocido;LIMON;SIQUIRRES;CAIRO
2018;HOMICIDIO;FEMICIDIO;29/3/2018;PERSONA;PEATON [PERSONA];Desconocido;DESCONOCID;COSTA RICA;HEREDIA;SAN ISIDRO;SAN FRANCISCO
2018;HOMICIDIO;FEMICIDIO;9/5/2018;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;JIMENEZ
2018;HOMICIDIO;FEMICIDIO;18/6/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;BELEN;SAN ANTONIO
2018;HOMICIDIO;FEMICIDIO;13/7/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;SAN JOSE;SAN JOSE;HATILLO
2018;HOMICIDIO;FEMICIDIO;21/9/2018;PERSONA;USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;LIBERIA;LIBERIA
2018;HOMICIDIO;FEMICIDIO;21/10/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;SARAPIQUI;LA VIRGEN
2018;HOMICIDIO;FEMICIDIO;22/10/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;GRECIA;GRECIA
2018;HOMICIDIO;FEMICIDIO;26/10/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;SAN JOSE;PEREZ ZELEDON;RIO NUEVO
2018;HOMICIDIO;FEMICIDIO;27/10/2018;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;OSA;PALMAR
2018;HOMICIDIO;FEMICIDIO;4/12/2018;PERSONA;PEATON [PERSONA];Menor de edad;MUJER;NICARAGUA;PUNTARENAS;PUNTARENAS;COBANO
2017;HOMICIDIO;FEMICIDIO;6/1/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;PAVON
2017;HOMICIDIO;FEMICIDIO;6/1/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;Desconocido;PUNTARENAS;GOLFITO;PAVON
2017;HOMICIDIO;FEMICIDIO;6/1/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;Desconocido;PUNTARENAS;GOLFITO;PAVON
2017;HOMICIDIO;FEMICIDIO;23/1/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;SAN RAMON;SAN JUAN
2017;HOMICIDIO;FEMICIDIO;14/2/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;PARRITA;PARRITA
2017;HOMICIDIO;FEMICIDIO;9/3/2017;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;Desconocido;ALAJUELA;NARANJO;PALMITOS
2017;HOMICIDIO;FEMICIDIO;11/3/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;Desconocido;GUANACASTE;LIBERIA;LIBERIA
2017;HOMICIDIO;FEMICIDIO;19/3/2017;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;MUJER;COSTA RICA;LIMON;POCOCI;GUAPILES
2017;HOMICIDIO;FEMICIDIO;3/5/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;TILARAN;LIBANO
2017;HOMICIDIO;FEMICIDIO;11/5/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;PARRITA;PARRITA
2017;HOMICIDIO;FEMICIDIO;1/7/2017;PERSONA;PEATON [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA;DESAMPARADOS
2017;HOMICIDIO;FEMICIDIO;19/9/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;PUNTARENAS;BARRANCA
2017;HOMICIDIO;FEMICIDIO;17/8/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Menor de edad;MUJER;COSTA RICA;ALAJUELA;ALAJUELA;LA GARITA
2017;HOMICIDIO;FEMICIDIO;17/8/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;ALAJUELA;LA GARITA
2017;HOMICIDIO;FEMICIDIO;29/10/2017;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;SAN CARLOS;FORTUNA
2017;HOMICIDIO;FEMICIDIO;19/11/2017;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;SAN CARLOS;QUESADA
2017;HOMICIDIO;FEMICIDIO;24/12/2017;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;Desconocido;HEREDIA;BARVA;SAN PABLO
2016;HOMICIDIO;FEMICIDIO;27/1/2016;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;NICARAGUA;LIMON;LIMON;LIMON
2016;HOMICIDIO;FEMICIDIO;14/2/2016;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;MATINA;BATAN
2016;HOMICIDIO;FEMICIDIO;17/2/2016;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;POCOCI;ROXANA
2016;HOMICIDIO;FEMICIDIO;20/6/2016;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;HEREDIA;SARAPIQUI;PUERTO VIEJO
2016;HOMICIDIO;FEMICIDIO;6/7/2016;PERSONA;PEATON [PERSONA];Desconocido;MUJER;NICARAGUA;GUANACASTE;SANTA CRUZ;TAMARINDO
2016;HOMICIDIO;FEMICIDIO;6/7/2016;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;NICARAGUA;GUANACASTE;CARRILLO;BELEN
2016;HOMICIDIO;FEMICIDIO;19/12/2016;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;ABANGARES;LAS JUNTAS
2015;HOMICIDIO;FEMICIDIO;23/2/2015;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;NICARAGUA;ALAJUELA;UPALA;UPALA
2015;HOMICIDIO;FEMICIDIO;9/5/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;Desconocido;SAN JOSE;TIBAS;SAN JUAN
2015;HOMICIDIO;FEMICIDIO;24/6/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;COSTA RICA;SAN JOSE;SAN JOSE;HATILLO
2015;HOMICIDIO;FEMICIDIO;6/8/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;COSTA RICA;SAN JOSE;SAN JOSE;HATILLO
2015;HOMICIDIO;FEMICIDIO;5/9/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;COSTA RICA;SAN JOSE;SAN JOSE;MERCED
2015;HOMICIDIO;FEMICIDIO;20/9/2015;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;CARRILLO;FILADELFIA
2015;HOMICIDIO;FEMICIDIO;30/9/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;COSTA RICA;SAN JOSE;DESAMPARADOS;LOS GUIDO
2015;HOMICIDIO;FEMICIDIO;25/10/2015;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;GOLFITO;GUAYCARA
2015;HOMICIDIO;FEMICIDIO;17/11/2015;PERSONA;PEATON [PERSONA];Menor de edad;MUJER;COSTA RICA;GUANACASTE;SANTA CRUZ;SANTA CRUZ
2015;HOMICIDIO;FEMICIDIO;9/12/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;ESTADOS UNIDOS;SAN JOSE;SAN JOSE;CATEDRAL
2015;HOMICIDIO;FEMICIDIO;27/11/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;LA CRUZ;LA CRUZ
2015;HOMICIDIO;FEMICIDIO;31/3/2015;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;COSTA RICA;SAN JOSE;ESCAZU;SAN ANTONIO
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;31/12/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;MUJER;COSTA RICA;SAN JOSE;DESAMPARADOS;SAN RAFAEL ARRIBA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;24/12/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;SAN RAMON;SAN RAMON
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;6/12/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA;SAN JOSE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;21/11/2023;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;Desconocido;SAN JOSE;SANTA ANA;URUCA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;8/11/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;SAN JOSE;SAN JOSE;MERCED
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;29/10/2023;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;HOMBRE;COSTA RICA;CARTAGO;PARAISO;LLANOS DE SANTA LUCIA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;22/10/2023;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;Desconocido;SAN JOSE;GOICOECHEA;PURRAL
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;22/10/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;HOMBRE;NICARAGUA;ALAJUELA;ALAJUELA;SAN JOSE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;26/9/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;SAN JOSE;SAN SEBASTIAN
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;5/9/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;MUJER;COSTA RICA;SAN JOSE;LEON CORTES;LLANO BONITO
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;14/8/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;Desconocido;LIMON;POCOCI;GUAPILES
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;21/7/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;HOMBRE;COSTA RICA;SAN JOSE;PEREZ ZELEDON;DANIEL FLORES
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;12/7/2023;PERSONA;PEATON [PERSONA];Desconocido;HOMBRE;NICARAGUA;PUNTARENAS;PUNTARENAS;BARRANCA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;3/7/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;DESCONOCIDO;NICARAGUA;PUNTARENAS;PUNTARENAS;EL ROBLE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;4/6/2023;PERSONA;MENOR DE EDAD [PERSONA];Desconocido;MUJER;COSTA RICA;ALAJUELA;SAN RAMON;SANTIAGO
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;25/5/2023;PERSONA;CLIENTE HOTEL/MOTEL/PENSION [PERSONA];Mayor de edad;MUJER;NICARAGUA;GUANACASTE;NICOYA;NICOYA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;17/5/2023;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;HOMBRE;COSTA RICA;ALAJUELA;SAN CARLOS;QUESADA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;9/5/2023;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COSTA RICA;ALAJUELA;LOS CHILES;CANO NEGRO
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;24/4/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;HOMBRE;COSTA RICA;SAN JOSE;ALAJUELITA;SAN FELIPE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;24/4/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Desconocido;MUJER;Desconocido;CARTAGO;TURRIALBA;TRES EQUIS
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;27/3/2023;PERSONA;CLIENTE LOCAL COMERCIAL [PERSONA];Mayor de edad;MUJER;NICARAGUA;GUANACASTE;SANTA CRUZ;TEMPATE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;22/3/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;GUANACASTE;SANTA CRUZ;TAMARINDO
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;3/2/2023;PERSONA;PEATON [PERSONA];Mayor de edad;MUJER;COLOMBIA;PUNTARENAS;CORREDORES;CANOAS
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;28/1/2023;PERSONA;MENOR DE EDAD [PERSONA];Menor de edad;HOMBRE;COSTA RICA;ALAJUELA;ALAJUELA;SABANILLA
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;15/1/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;BUENOS AIRES;POTRERO GRANDE
2023;HOMICIDIO;VIOLENCIA DOMÉSTICA;9/1/2023;PERSONA;OTRO O INDETERMINADO [PERSONA];Adulto Mayor;MUJER;NICARAGUA;PUNTARENAS;QUEPOS;QUEPOS
2021;HOMICIDIO;VIOLENCIA DOMÉSTICA;26/10/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;DESCONOCIDO;COSTA RICA;CARTAGO;TURRIALBA;TURRIALBA
2021;HOMICIDIO;VIOLENCIA DOMÉSTICA;15/9/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;PUNTARENAS;PUNTARENAS;CHACARITA
2021;HOMICIDIO;VIOLENCIA DOMÉSTICA;12/8/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;CARTAGO;CARTAGO;CARMEN
2021;HOMICIDIO;VIOLENCIA DOMÉSTICA;7/8/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;MUJER;COSTA RICA;LIMON;SIQUIRRES;CAIRO
2021;HOMICIDIO;VIOLENCIA DOMÉSTICA;4/4/2021;PERSONA;OTRO O INDETERMINADO [PERSONA];Mayor de edad;HOMBRE;COSTA RICA;SAN JOSE;GOICOECHEA;RANCHO REDONDO
